2019-07-08T23:47:26	T0218b	SUPER_HIGH_FREQUENCY	-	-	2019-07-08T23:47:46	2019-07-08T23:48:36	D	QuakeML
2019-07-09T04:58:25	S0218a	VERY_HIGH_FREQUENCY	-	-	2019-07-09T05:03:00	2019-07-09T05:18:53	B	QuakeML
2019-07-09T23:45:47	T0219a	SUPER_HIGH_FREQUENCY	-	-	2019-07-09T23:46:07	2019-07-09T23:46:57	C	QuakeML
2019-07-10T00:18:44	S0219a	2.4_HZ	-	-	2019-07-10T00:20:28	2019-07-10T00:38:12	C	QuakeML
2019-07-10T00:31:11	T0219b	SUPER_HIGH_FREQUENCY	-	-	2019-07-10T00:31:31	2019-07-10T00:32:21	D	QuakeML
2019-07-10T02:21:29	S0219b	2.4_HZ	-	-	2019-07-10T02:21:29	2019-07-10T02:36:08	C	QuakeML
2019-07-10T03:19:32	S0219c	2.4_HZ	-	-	2019-07-10T03:19:56	2019-07-10T03:37:58	B	QuakeML
2019-07-11T00:32:36	T0220a	SUPER_HIGH_FREQUENCY	-	-	2019-07-11T00:32:56	2019-07-11T00:33:46	C	QuakeML
2019-07-11T01:11:30	T0220b	SUPER_HIGH_FREQUENCY	-	-	2019-07-11T01:11:50	2019-07-11T01:12:40	D	QuakeML
2019-07-11T08:00:00	S0221a	2.4_HZ	-	-	2019-07-11T08:02:24	2019-07-11T08:05:42	D	QuakeML
2019-07-12T01:34:20	T0221a	SUPER_HIGH_FREQUENCY	-	-	2019-07-12T01:34:40	2019-07-12T01:35:30	C	QuakeML
2019-07-12T01:50:55	T0221b	SUPER_HIGH_FREQUENCY	-	-	2019-07-12T01:51:15	2019-07-12T01:52:05	D	QuakeML
2019-07-12T03:07:34	S0221b	2.4_HZ	-	-	2019-07-12T03:09:25	2019-07-12T03:19:50	C	QuakeML
2019-07-12T03:41:20	S0221c	2.4_HZ	-	-	2019-07-12T03:41:33	2019-07-12T03:49:02	C	QuakeML
2019-07-13T01:52:03	T0222a	SUPER_HIGH_FREQUENCY	-	-	2019-07-13T01:52:23	2019-07-13T01:53:13	C	QuakeML
2019-07-13T02:29:46	T0222b	SUPER_HIGH_FREQUENCY	-	-	2019-07-13T02:30:06	2019-07-13T02:30:56	D	QuakeML
2019-07-13T03:30:12	S0222a	2.4_HZ	-	-	2019-07-13T03:32:44	2019-07-13T03:45:15	B	QuakeML
2019-07-14T01:22:09	T0223a	SUPER_HIGH_FREQUENCY	-	-	2019-07-14T01:22:29	2019-07-14T01:23:19	C	QuakeML
2019-07-14T02:56:48	T0223b	SUPER_HIGH_FREQUENCY	-	-	2019-07-14T02:57:08	2019-07-14T02:57:58	C	QuakeML
2019-07-14T03:07:44	T0223c	SUPER_HIGH_FREQUENCY	-	-	2019-07-14T03:08:04	2019-07-14T03:08:54	D	QuakeML
2019-07-14T15:52:36	T0224a	SUPER_HIGH_FREQUENCY	-	-	2019-07-14T15:52:56	2019-07-14T15:53:46	D	QuakeML
2019-07-15T02:03:03	T0224b	SUPER_HIGH_FREQUENCY	-	-	2019-07-15T02:03:23	2019-07-15T02:04:13	C	QuakeML
2019-07-15T02:27:16	T0224c	SUPER_HIGH_FREQUENCY	-	-	2019-07-15T02:27:36	2019-07-15T02:28:26	C	QuakeML
2019-07-15T03:48:38	T0224d	SUPER_HIGH_FREQUENCY	-	-	2019-07-15T03:48:58	2019-07-15T03:49:48	D	QuakeML
2019-07-16T03:15:24	T0225a	SUPER_HIGH_FREQUENCY	-	-	2019-07-16T03:15:44	2019-07-16T03:16:34	C	QuakeML
2019-07-16T03:49:04	T0225b	SUPER_HIGH_FREQUENCY	-	-	2019-07-16T03:49:24	2019-07-16T03:50:14	D	QuakeML
2019-07-16T04:31:15	T0225c	SUPER_HIGH_FREQUENCY	-	-	2019-07-16T04:31:35	2019-07-16T04:32:25	D	QuakeML
2019-07-16T06:18:05	S0225a	2.4_HZ	-	-	2019-07-16T06:23:04	2019-07-16T06:33:50	D	QuakeML
2019-07-17T04:32:55	S0226a	VERY_HIGH_FREQUENCY	-	-	2019-07-17T04:33:02	2019-07-17T04:41:18	C	QuakeML
2019-07-17T05:11:39	T0226a	SUPER_HIGH_FREQUENCY	-	-	2019-07-17T05:11:59	2019-07-17T05:12:49	C	QuakeML
2019-07-17T05:13:06	T0226b	SUPER_HIGH_FREQUENCY	-	-	2019-07-17T05:13:26	2019-07-17T05:14:16	D	QuakeML
2019-07-17T05:36:45	S0226b	LOW_FREQUENCY	-	-	2019-07-17T05:43:38	2019-07-17T06:02:49	C	QuakeML
2019-07-17T06:37:20	S0226c	2.4_HZ	-	-	2019-07-17T06:38:24	2019-07-17T06:47:20	C	QuakeML
2019-07-18T04:12:53	T0227a	SUPER_HIGH_FREQUENCY	-	-	2019-07-18T04:13:13	2019-07-18T04:14:03	C	QuakeML
2019-07-18T04:30:56	T0227b	SUPER_HIGH_FREQUENCY	-	-	2019-07-18T04:31:16	2019-07-18T04:32:06	C	QuakeML
2019-07-18T05:49:04	T0227c	SUPER_HIGH_FREQUENCY	-	-	2019-07-18T05:49:24	2019-07-18T05:50:14	D	QuakeML
2019-07-18T06:04:20	S0227a	2.4_HZ	-	-	2019-07-18T06:05:48	2019-07-18T06:15:51	D	QuakeML
2019-07-18T06:52:57	S0227b	2.4_HZ	-	-	2019-07-18T06:56:17	2019-07-18T07:04:00	D	QuakeML
2019-07-18T07:48:10	S0227c	2.4_HZ	-	-	2019-07-18T07:49:18	2019-07-18T08:06:11	D	QuakeML
2019-07-18T08:41:45	S0227d	2.4_HZ	-	-	2019-07-18T08:43:56	2019-07-18T08:58:38	B	QuakeML
2019-07-19T05:23:12	T0228a	SUPER_HIGH_FREQUENCY	-	-	2019-07-19T05:23:32	2019-07-19T05:24:22	C	QuakeML
2019-07-19T05:35:58	S0228a	2.4_HZ	-	-	2019-07-19T05:37:03	2019-07-19T05:44:26	D	QuakeML
2019-07-19T06:29:57	T0228b	SUPER_HIGH_FREQUENCY	-	-	2019-07-19T06:30:17	2019-07-19T06:31:07	D	QuakeML
2019-07-19T07:16:33	S0228b	2.4_HZ	-	-	2019-07-19T07:17:39	2019-07-19T07:29:13	C	QuakeML
2019-07-19T09:36:34	S0228c	HIGH_FREQUENCY	-	-	2019-07-19T09:38:15	2019-07-19T09:52:21	B	QuakeML
2019-07-20T06:12:11	T0229a	SUPER_HIGH_FREQUENCY	-	-	2019-07-20T06:12:31	2019-07-20T06:13:21	C	QuakeML
2019-07-20T07:11:24	T0229b	SUPER_HIGH_FREQUENCY	-	-	2019-07-20T07:11:44	2019-07-20T07:12:34	C	QuakeML
2019-07-20T08:46:52	S0229a	2.4_HZ	-	-	2019-07-20T08:50:08	2019-07-20T09:04:03	B	QuakeML
2019-07-21T07:17:41	T0230a	SUPER_HIGH_FREQUENCY	-	-	2019-07-21T07:18:01	2019-07-21T07:18:51	C	QuakeML
2019-07-22T07:24:10	T0231a	SUPER_HIGH_FREQUENCY	-	-	2019-07-22T07:24:30	2019-07-22T07:25:20	C	QuakeML
2019-07-22T07:25:23	S0231a	2.4_HZ	-	-	2019-07-22T07:26:02	2019-07-22T07:33:44	D	QuakeML
2019-07-22T08:09:45	S0231b	HIGH_FREQUENCY	-	-	2019-07-22T08:09:53	2019-07-22T08:23:42	B	QuakeML
2019-07-22T08:28:27	T0231b	SUPER_HIGH_FREQUENCY	-	-	2019-07-22T08:28:47	2019-07-22T08:29:37	D	QuakeML
2019-07-23T09:03:03	T0232a	SUPER_HIGH_FREQUENCY	-	-	2019-07-23T09:03:23	2019-07-23T09:04:13	C	QuakeML
2019-07-23T09:06:00	T0232b	SUPER_HIGH_FREQUENCY	-	-	2019-07-23T09:06:20	2019-07-23T09:07:10	D	QuakeML
2019-07-24T09:06:25	T0233a	SUPER_HIGH_FREQUENCY	-	-	2019-07-24T09:06:45	2019-07-24T09:07:35	C	QuakeML
2019-07-24T09:43:50	T0233b	SUPER_HIGH_FREQUENCY	-	-	2019-07-24T09:44:10	2019-07-24T09:45:00	D	QuakeML
2019-07-24T11:40:32	S0233a	2.4_HZ	-	-	2019-07-24T11:44:16	2019-07-24T11:57:44	D	QuakeML
2019-07-25T08:46:21	T0234a	SUPER_HIGH_FREQUENCY	-	-	2019-07-25T08:46:41	2019-07-25T08:47:31	C	QuakeML
2019-07-25T09:19:09	T0234b	SUPER_HIGH_FREQUENCY	-	-	2019-07-25T09:19:29	2019-07-25T09:20:19	D	QuakeML
2019-07-25T09:39:30	T0234c	SUPER_HIGH_FREQUENCY	-	-	2019-07-25T09:39:50	2019-07-25T09:40:40	C	QuakeML
2019-07-25T10:16:21	S0234a	2.4_HZ	-	-	2019-07-25T10:20:28	2019-07-25T10:29:57	D	QuakeML
2019-07-25T10:26:01	T0234d	SUPER_HIGH_FREQUENCY	-	-	2019-07-25T10:26:21	2019-07-25T10:27:11	D	QuakeML
2019-07-25T12:28:10	S0234b	2.4_HZ	-	-	2019-07-25T12:35:08	2019-07-25T12:43:48	C	QuakeML
2019-07-25T12:53:37	S0234c	LOW_FREQUENCY	-	-	2019-07-25T12:54:18	2019-07-25T13:09:32	D	QuakeML
2019-07-25T14:09:59	S0234d	BROADBAND	-	-	2019-07-25T14:14:09	2019-07-25T14:27:45	D	QuakeML
2019-07-26T10:43:56	S0235a	2.4_HZ	-	-	2019-07-26T10:47:38	2019-07-26T11:00:39	D	QuakeML
2019-07-26T10:51:49	T0235a	SUPER_HIGH_FREQUENCY	-	-	2019-07-26T10:52:09	2019-07-26T10:52:59	C	QuakeML
2019-07-26T11:02:39	T0235b	SUPER_HIGH_FREQUENCY	-	-	2019-07-26T11:02:59	2019-07-26T11:03:49	D	QuakeML
2019-07-26T12:16:03	S0235b	BROADBAND	11.38	162.74	2019-07-26T12:19:16	2019-07-26T13:18:08	A	QuakeML
2019-07-26T12:50:41	S0235c	BROADBAND	-	-	2019-07-26T12:53:39	2019-07-26T13:01:42	C	QuakeML
2019-07-26T15:05:00	S0235d	2.4_HZ	-	-	2019-07-26T15:10:18	2019-07-26T15:22:03	C	QuakeML
2019-07-27T10:46:01	S0236a	2.4_HZ	-	-	2019-07-27T10:44:02	2019-07-27T10:55:47	D	QuakeML
2019-07-27T11:19:06	T0236a	SUPER_HIGH_FREQUENCY	-	-	2019-07-27T11:19:26	2019-07-27T11:20:16	C	QuakeML
2019-07-27T11:50:04	T0236b	SUPER_HIGH_FREQUENCY	-	-	2019-07-27T11:50:24	2019-07-27T11:51:14	D	QuakeML
2019-07-27T13:44:54	S0236b	2.4_HZ	-	-	2019-07-27T13:49:53	2019-07-27T14:01:57	D	QuakeML
2019-07-28T12:22:51	T0237a	SUPER_HIGH_FREQUENCY	-	-	2019-07-28T12:23:11	2019-07-28T12:24:01	C	QuakeML
2019-07-28T12:31:35	T0237b	SUPER_HIGH_FREQUENCY	-	-	2019-07-28T12:31:55	2019-07-28T12:32:45	D	QuakeML
2019-07-28T14:11:03	S0237a	2.4_HZ	-	-	2019-07-28T14:13:41	2019-07-28T14:26:36	D	QuakeML
2019-07-29T12:05:01	T0238a	SUPER_HIGH_FREQUENCY	-	-	2019-07-29T12:05:21	2019-07-29T12:06:11	C	QuakeML
2019-07-29T12:50:12	S0238a	2.4_HZ	-	-	2019-07-29T13:28:15	2019-07-29T13:38:03	D	QuakeML
2019-07-29T13:05:54	T0238b	SUPER_HIGH_FREQUENCY	-	-	2019-07-29T13:06:14	2019-07-29T13:07:04	D	QuakeML
2019-07-30T12:30:20	T0239a	SUPER_HIGH_FREQUENCY	-	-	2019-07-30T12:30:40	2019-07-30T12:31:30	D	QuakeML
2019-07-30T13:22:13	T0239b	SUPER_HIGH_FREQUENCY	-	-	2019-07-30T13:22:33	2019-07-30T13:23:23	C	QuakeML
2019-07-30T13:46:52	T0239c	SUPER_HIGH_FREQUENCY	-	-	2019-07-30T13:47:12	2019-07-30T13:48:02	D	QuakeML
2019-07-30T14:13:18	S0239a	HIGH_FREQUENCY	-	-	2019-07-30T14:16:49	2019-07-30T14:32:10	B	QuakeML
